response_id,user_stage,recorded_at,source,platform,brand,human_sentiment,open_response
TX-0438,Routine use,2026-03-14,Survey,Web,Northstar,negative,"During a quiet desk check, the scenario handoff helps me carry a scenario into planning, and ownership remains unclear. When the decision is contested, I also check the assumption log so I can challenge an assumption."
TX-0439,Routine use,2026-03-15,Review,Mobile,Northstar,positive,"Before sharing the result, the follow-up reminder helps me record the next decision, and the deadline should be prominent. When the decision is contested, I also check the evidence chain so I can challenge an assumption."
TX-0440,Routine use,2026-03-16,Survey,Web,Northstar,negative,"While preparing a workshop, the filter panel helps me find the right view, and the side panel is crowded. For a routine operational check, I also check the owner field so I can assign a clear owner."
TX-0441,Routine use,2026-03-17,Survey,Mobile,Harbor,negative,"Before a team review, the source trail helps me verify when data changed, and citations need more context. For a routine operational check, I also check the menu so I can understand where I am."
TX-0442,Routine use,2026-03-18,Review,Web,Northstar,positive,"After reopening the project, the owner field helps me record the next decision, and the plan is easy to export. For a colleague seeing it fresh, I also check the navigation path so I can locate saved work."
TX-0443,Routine use,2026-03-19,Survey,Mobile,Northstar,negative,"During a quiet desk check, the next-step panel helps me turn the finding into a task, and ownership remains unclear. For a routine operational check, I also check the data provenance so I can check the supporting source."
TX-0444,Routine use,2026-03-20,Survey,Web,Northstar,negative,"After changing a filter, the method note helps me trace a number to its origin, and citations need more context. When I need to explain the result, I also check the decision note so I can record the next decision."
TX-0445,Routine use,2026-03-21,Review,Mobile,Harbor,negative,"After changing a filter, the page hierarchy helps me move between sections, and labels need plainer wording. For a research-stage prototype, I also check the owner field so I can turn the finding into a task."
TX-0446,Routine use,2026-03-22,Survey,Web,Northstar,positive,"During a quiet desk check, the layout helps me move between sections, and the route is easy to learn. For a high-attention planning session, I also check the scenario handoff so I can record the next decision."
TX-0447,Routine use,2026-03-23,Survey,Mobile,Northstar,positive,"After changing a filter, the owner field helps me assign a clear owner, and the deadline should be prominent. For a research-stage prototype, I also check the citation panel so I can check the supporting source."
TX-0448,Routine use,2026-03-24,Review,Web,Northstar,positive,"Before a team review, the page hierarchy helps me move between sections, and the route is easy to learn. When the decision is contested, I also check the scenario handoff so I can carry a scenario into planning."
TX-0449,Routine use,2026-03-25,Survey,Mobile,Harbor,positive,"Before documenting a choice, the decision note helps me assign a clear owner, and the plan is easy to export. For a high-attention planning session, I also check the filter panel so I can locate saved work."
TX-0450,Routine use,2026-03-26,Survey,Web,Northstar,positive,"Before documenting a choice, the decision note helps me carry a scenario into planning, and the handoff is practical. For a high-attention planning session, I also check the layout so I can understand where I am."
TX-0451,Routine use,2026-03-27,Review,Mobile,Northstar,negative,"While testing a scenario, the assumption log helps me verify when data changed, and citations need more context. In a time-limited review, I also check the follow-up reminder so I can carry a scenario into planning."
TX-0452,Routine use,2026-03-28,Survey,Web,Northstar,positive,"During the first walkthrough, the decision note helps me carry a scenario into planning, and the deadline should be prominent. For a research-stage prototype, I also check the layout so I can understand where I am."
TX-0453,Routine use,2026-03-29,Survey,Mobile,Harbor,positive,"After reopening the project, the owner field helps me record the next decision, and the handoff is practical. For a routine operational check, I also check the menu so I can locate saved work."
TX-0454,Routine use,2026-03-30,Review,Web,Northstar,positive,"While testing a scenario, the decision note helps me turn the finding into a task, and the handoff is practical. In a time-limited review, I also check the control labels so I can locate saved work."
TX-0455,Routine use,2026-03-31,Survey,Mobile,Northstar,positive,"During a quiet desk check, the follow-up reminder helps me assign a clear owner, and the deadline should be prominent. When I need to explain the result, I also check the citation panel so I can challenge an assumption."
TX-0456,Routine use,2026-04-01,Survey,Web,Northstar,positive,"Before documenting a choice, the citation panel helps me trace a number to its origin, and the method note is precise. In a time-limited review, I also check the control labels so I can move between sections."
TX-0457,Routine use,2026-04-02,Review,Mobile,Harbor,positive,"While comparing two options, the method note helps me trace a number to its origin, and the method note is precise. When the evidence changes, I also check the action queue so I can assign a clear owner."
TX-0458,Routine use,2026-04-03,Survey,Web,Northstar,positive,"After reopening the project, the scenario handoff helps me turn the finding into a task, and the plan is easy to export. When several metrics disagree, I also check the citation panel so I can trace a number to its origin."
TX-0459,Routine use,2026-04-04,Survey,Mobile,Northstar,negative,"After reopening the project, the navigation path helps me find the right view, and labels need plainer wording. When I need to explain the result, I also check the assumption log so I can verify when data changed."
TX-0460,Routine use,2026-04-05,Review,Web,Northstar,positive,"During a weekly planning pass, the decision note helps me carry a scenario into planning, and the handoff is practical. In a time-limited review, I also check the citation panel so I can challenge an assumption."
TX-0461,Routine use,2026-04-06,Survey,Mobile,Harbor,negative,"After importing new evidence, the layout helps me understand where I am, and the side panel is crowded. For a high-attention planning session, I also check the assumption log so I can challenge an assumption."
TX-0462,Routine use,2026-04-07,Survey,Web,Northstar,negative,"During a weekly planning pass, the assumption log helps me check the supporting source, and citations need more context. For a colleague seeing it fresh, I also check the next-step panel so I can assign a clear owner."
TX-0463,Routine use,2026-04-08,Review,Mobile,Northstar,negative,"After changing a filter, the assumption log helps me challenge an assumption, and citations need more context. For a high-attention planning session, I also check the follow-up reminder so I can record the next decision."
TX-0464,Routine use,2026-04-09,Survey,Web,Northstar,negative,"While preparing a workshop, the decision note helps me carry a scenario into planning, and ownership remains unclear. For a research-stage prototype, I also check the filter panel so I can understand where I am."
TX-0465,Routine use,2026-04-10,Survey,Mobile,Harbor,positive,"Before sharing the result, the evidence chain helps me verify when data changed, and the origin should stay visible. In a time-limited review, I also check the page hierarchy so I can move between sections."
TX-0466,Routine use,2026-04-11,Review,Web,Northstar,negative,"While comparing two options, the method note helps me check the supporting source, and citations need more context. For a high-attention planning session, I also check the follow-up reminder so I can carry a scenario into planning."
TX-0467,Routine use,2026-04-12,Survey,Mobile,Northstar,positive,"During a quiet desk check, the action queue helps me assign a clear owner, and the deadline should be prominent. When the evidence changes, I also check the evidence chain so I can trace a number to its origin."
TX-0468,Routine use,2026-04-13,Survey,Web,Northstar,positive,"Before sharing the result, the scenario handoff helps me carry a scenario into planning, and the handoff is practical. When several metrics disagree, I also check the data provenance so I can trace a number to its origin."
TX-0469,Routine use,2026-04-14,Review,Mobile,Harbor,negative,"Before documenting a choice, the scenario handoff helps me turn the finding into a task, and ownership remains unclear. For a research-stage prototype, I also check the evidence chain so I can check the supporting source."
TX-0470,Routine use,2026-04-15,Survey,Web,Northstar,positive,"Before documenting a choice, the action queue helps me record the next decision, and the handoff is practical. When the decision is contested, I also check the method note so I can check the supporting source."
TX-0471,Routine use,2026-04-16,Survey,Mobile,Northstar,positive,"After importing new evidence, the method note helps me verify when data changed, and the origin should stay visible. In a time-limited review, I also check the action queue so I can carry a scenario into planning."
TX-0472,Routine use,2026-04-17,Review,Web,Northstar,positive,"While testing a scenario, the menu helps me understand where I am, and the route is easy to learn. When I need to explain the result, I also check the action queue so I can carry a scenario into planning."
TX-0473,Routine use,2026-04-18,Survey,Mobile,Harbor,positive,"While preparing a workshop, the action queue helps me assign a clear owner, and the handoff is practical. When the evidence changes, I also check the citation panel so I can check the supporting source."
TX-0474,Routine use,2026-04-19,Survey,Web,Northstar,positive,"During a quiet desk check, the citation panel helps me check the supporting source, and the audit trail builds confidence. For a routine operational check, I also check the control labels so I can locate saved work."
TX-0475,Routine use,2026-04-20,Review,Mobile,Northstar,positive,"After changing a filter, the citation panel helps me challenge an assumption, and the origin should stay visible. When I need to explain the result, I also check the page hierarchy so I can find the right view."
TX-0476,Routine use,2026-04-21,Survey,Web,Northstar,positive,"After reopening the project, the page hierarchy helps me find the right view, and the sequence feels predictable. For a routine operational check, I also check the citation panel so I can trace a number to its origin."
TX-0477,Routine use,2026-04-22,Survey,Mobile,Harbor,positive,"While testing a scenario, the owner field helps me turn the finding into a task, and the plan is easy to export. In a time-limited review, I also check the filter panel so I can find the right view."
TX-0478,Routine use,2026-04-23,Review,Web,Northstar,positive,"After reopening the project, the action queue helps me carry a scenario into planning, and the deadline should be prominent. When the evidence changes, I also check the layout so I can find the right view."
TX-0479,Routine use,2026-04-24,Survey,Mobile,Northstar,positive,"Before documenting a choice, the next-step panel helps me record the next decision, and the deadline should be prominent. When the decision is contested, I also check the control labels so I can move between sections."
TX-0480,Routine use,2026-04-25,Survey,Web,Northstar,negative,"Before sharing the result, the next-step panel helps me assign a clear owner, and ownership remains unclear. For a colleague seeing it fresh, I also check the page hierarchy so I can move between sections."
TX-0481,Routine use,2026-04-26,Review,Mobile,Harbor,positive,"While testing a scenario, the source trail helps me check the supporting source, and the origin should stay visible. When the decision is contested, I also check the follow-up reminder so I can record the next decision."
TX-0482,Routine use,2026-04-27,Survey,Web,Northstar,positive,"During the first walkthrough, the owner field helps me carry a scenario into planning, and the plan is easy to export. When I need to explain the result, I also check the source trail so I can trace a number to its origin."
TX-0483,Routine use,2026-04-28,Survey,Mobile,Northstar,positive,"After reopening the project, the decision note helps me turn the finding into a task, and the deadline should be prominent. For a research-stage prototype, I also check the navigation path so I can find the right view."
TX-0484,Routine use,2026-04-29,Review,Web,Northstar,negative,"After changing a filter, the control labels helps me move between sections, and the side panel is crowded. When the evidence changes, I also check the owner field so I can record the next decision."
TX-0485,Routine use,2026-04-30,Survey,Mobile,Harbor,negative,"During the first walkthrough, the menu helps me find the right view, and the side panel is crowded. When the evidence changes, I also check the scenario handoff so I can turn the finding into a task."
TX-0486,Routine use,2026-05-01,Survey,Web,Northstar,negative,"After reopening the project, the layout helps me move between sections, and the side panel is crowded. For a research-stage prototype, I also check the action queue so I can turn the finding into a task."
TX-0487,Routine use,2026-05-02,Review,Mobile,Northstar,negative,"While testing a scenario, the menu helps me find the right view, and labels need plainer wording. For a routine operational check, I also check the citation panel so I can verify when data changed."
TX-0488,Routine use,2026-05-03,Survey,Web,Northstar,positive,"Before sharing the result, the scenario handoff helps me carry a scenario into planning, and the handoff is practical. When the decision is contested, I also check the filter panel so I can move between sections."
TX-0489,Routine use,2026-05-04,Survey,Mobile,Harbor,positive,"After reopening the project, the next-step panel helps me carry a scenario into planning, and the handoff is practical. When several metrics disagree, I also check the citation panel so I can trace a number to its origin."
TX-0490,Routine use,2026-05-05,Review,Web,Northstar,positive,"Before sharing the result, the assumption log helps me check the supporting source, and the method note is precise. For a colleague seeing it fresh, I also check the filter panel so I can find the right view."
TX-0491,Routine use,2026-05-06,Survey,Mobile,Northstar,negative,"Before a team review, the evidence chain helps me verify when data changed, and citations need more context. When several metrics disagree, I also check the decision note so I can carry a scenario into planning."
TX-0492,Routine use,2026-05-07,Survey,Web,Northstar,positive,"Before sharing the result, the method note helps me verify when data changed, and the origin should stay visible. When the decision is contested, I also check the scenario handoff so I can carry a scenario into planning."
TX-0493,Routine use,2026-05-08,Review,Mobile,Harbor,positive,"After changing a filter, the owner field helps me carry a scenario into planning, and the deadline should be prominent. For a high-attention planning session, I also check the page hierarchy so I can move between sections."
TX-0494,Routine use,2026-05-09,Survey,Web,Northstar,positive,"During a quiet desk check, the citation panel helps me check the supporting source, and the origin should stay visible. When the evidence changes, I also check the menu so I can move between sections."
TX-0495,Routine use,2026-05-10,Survey,Mobile,Northstar,positive,"Before sharing the result, the owner field helps me record the next decision, and the deadline should be prominent. For a high-attention planning session, I also check the evidence chain so I can trace a number to its origin."
TX-0496,Routine use,2026-05-11,Review,Web,Northstar,negative,"After importing new evidence, the assumption log helps me challenge an assumption, and citations need more context. For a high-attention planning session, I also check the action queue so I can carry a scenario into planning."
TX-0497,Routine use,2026-05-12,Survey,Mobile,Harbor,positive,"After changing a filter, the next-step panel helps me assign a clear owner, and the deadline should be prominent. For a colleague seeing it fresh, I also check the assumption log so I can verify when data changed."
TX-0498,Routine use,2026-05-13,Survey,Web,Northstar,positive,"During the first walkthrough, the scenario handoff helps me record the next decision, and the deadline should be prominent. For a colleague seeing it fresh, I also check the method note so I can verify when data changed."
TX-0499,Routine use,2026-05-14,Review,Mobile,Northstar,positive,"During a quiet desk check, the menu helps me understand where I am, and the sequence feels predictable. In a time-limited review, I also check the scenario handoff so I can turn the finding into a task."
TX-0500,Routine use,2026-05-15,Survey,Web,Northstar,positive,"After reopening the project, the method note helps me verify when data changed, and the method note is precise. When I need to explain the result, I also check the action queue so I can carry a scenario into planning."
TX-0501,Routine use,2026-05-16,Survey,Mobile,Harbor,positive,"Before sharing the result, the scenario handoff helps me assign a clear owner, and the handoff is practical. For a research-stage prototype, I also check the menu so I can move between sections."
TX-0502,Routine use,2026-05-17,Review,Web,Northstar,positive,"While testing a scenario, the navigation path helps me understand where I am, and the sequence feels predictable. For a high-attention planning session, I also check the data provenance so I can verify when data changed."
TX-0503,Routine use,2026-05-18,Survey,Mobile,Northstar,negative,"After importing new evidence, the data provenance helps me check the supporting source, and citations need more context. For a research-stage prototype, I also check the action queue so I can assign a clear owner."
TX-0504,Routine use,2026-05-19,Survey,Web,Northstar,positive,"During a quiet desk check, the citation panel helps me trace a number to its origin, and the method note is precise. For a colleague seeing it fresh, I also check the filter panel so I can locate saved work."
TX-0505,Routine use,2026-05-20,Review,Mobile,Harbor,positive,"Before documenting a choice, the source trail helps me verify when data changed, and the audit trail builds confidence. For a research-stage prototype, I also check the next-step panel so I can assign a clear owner."
TX-0506,Routine use,2026-05-21,Survey,Web,Northstar,positive,"During a quiet desk check, the next-step panel helps me assign a clear owner, and the deadline should be prominent. For a high-attention planning session, I also check the control labels so I can move between sections."
TX-0507,Routine use,2026-05-22,Survey,Mobile,Northstar,positive,"While testing a scenario, the follow-up reminder helps me assign a clear owner, and the handoff is practical. When I need to explain the result, I also check the filter panel so I can locate saved work."
TX-0508,Routine use,2026-05-23,Review,Web,Northstar,positive,"Before a team review, the decision note helps me record the next decision, and the plan is easy to export. When the decision is contested, I also check the control labels so I can locate saved work."
TX-0509,Routine use,2026-05-24,Survey,Mobile,Harbor,positive,"While preparing a workshop, the scenario handoff helps me turn the finding into a task, and the handoff is practical. When the evidence changes, I also check the menu so I can understand where I am."
TX-0510,Routine use,2026-05-25,Survey,Web,Northstar,negative,"Before a team review, the data provenance helps me check the supporting source, and citations need more context. For a colleague seeing it fresh, I also check the follow-up reminder so I can turn the finding into a task."
TX-0511,Routine use,2026-05-26,Review,Mobile,Northstar,positive,"Before a team review, the source trail helps me trace a number to its origin, and the origin should stay visible. For a high-attention planning session, I also check the follow-up reminder so I can record the next decision."
TX-0512,Routine use,2026-05-27,Survey,Web,Northstar,positive,"After reopening the project, the layout helps me move between sections, and the route is easy to learn. When I need to explain the result, I also check the source trail so I can challenge an assumption."
TX-0513,Routine use,2026-05-28,Survey,Mobile,Harbor,positive,"Before sharing the result, the page hierarchy helps me locate saved work, and the route is easy to learn. When several metrics disagree, I also check the method note so I can trace a number to its origin."
TX-0514,Routine use,2026-05-29,Review,Web,Northstar,negative,"After reopening the project, the action queue helps me assign a clear owner, and ownership remains unclear. For a colleague seeing it fresh, I also check the control labels so I can find the right view."
TX-0515,Routine use,2026-05-30,Survey,Mobile,Northstar,positive,"During a quiet desk check, the decision note helps me record the next decision, and the plan is easy to export. When I need to explain the result, I also check the page hierarchy so I can move between sections."
TX-0516,Routine use,2026-05-31,Survey,Web,Northstar,negative,"While testing a scenario, the filter panel helps me move between sections, and labels need plainer wording. When several metrics disagree, I also check the data provenance so I can challenge an assumption."
TX-0517,Routine use,2026-06-01,Review,Mobile,Harbor,positive,"While comparing two options, the source trail helps me check the supporting source, and the audit trail builds confidence. For a high-attention planning session, I also check the decision note so I can assign a clear owner."
TX-0518,Routine use,2026-06-02,Survey,Web,Northstar,positive,"After reopening the project, the decision note helps me assign a clear owner, and the deadline should be prominent. For a high-attention planning session, I also check the menu so I can locate saved work."
TX-0519,Routine use,2026-06-03,Survey,Mobile,Northstar,negative,"While comparing two options, the filter panel helps me find the right view, and the side panel is crowded. When several metrics disagree, I also check the scenario handoff so I can carry a scenario into planning."
TX-0520,Routine use,2026-06-04,Review,Web,Northstar,positive,"During a quiet desk check, the action queue helps me carry a scenario into planning, and the handoff is practical. When the decision is contested, I also check the data provenance so I can trace a number to its origin."
TX-0521,Routine use,2026-06-05,Survey,Mobile,Harbor,negative,"During a quiet desk check, the evidence chain helps me verify when data changed, and citations need more context. In a time-limited review, I also check the follow-up reminder so I can assign a clear owner."
TX-0522,Routine use,2026-06-06,Survey,Web,Northstar,negative,"Before sharing the result, the owner field helps me turn the finding into a task, and ownership remains unclear. When the decision is contested, I also check the assumption log so I can verify when data changed."
TX-0523,Routine use,2026-06-07,Review,Mobile,Northstar,positive,"After reopening the project, the menu helps me understand where I am, and the sequence feels predictable. For a colleague seeing it fresh, I also check the scenario handoff so I can record the next decision."
TX-0524,Routine use,2026-06-08,Survey,Web,Northstar,negative,"During a weekly planning pass, the action queue helps me record the next decision, and ownership remains unclear. When the decision is contested, I also check the evidence chain so I can check the supporting source."
TX-0525,Routine use,2026-06-09,Survey,Mobile,Harbor,negative,"While preparing a workshop, the source trail helps me challenge an assumption, and citations need more context. For a colleague seeing it fresh, I also check the control labels so I can find the right view."
TX-0526,Routine use,2026-06-10,Review,Web,Northstar,positive,"Before a team review, the method note helps me challenge an assumption, and the method note is precise. When the evidence changes, I also check the scenario handoff so I can assign a clear owner."
TX-0527,Routine use,2026-06-11,Survey,Mobile,Northstar,negative,"Before documenting a choice, the citation panel helps me trace a number to its origin, and citations need more context. When I need to explain the result, I also check the next-step panel so I can record the next decision."
TX-0528,Routine use,2026-06-12,Survey,Web,Northstar,negative,"Before documenting a choice, the scenario handoff helps me record the next decision, and ownership remains unclear. For a routine operational check, I also check the evidence chain so I can check the supporting source."
TX-0529,Routine use,2026-06-13,Review,Mobile,Harbor,positive,"After importing new evidence, the source trail helps me check the supporting source, and the origin should stay visible. For a research-stage prototype, I also check the filter panel so I can understand where I am."
TX-0530,Routine use,2026-06-14,Survey,Web,Northstar,positive,"While comparing two options, the follow-up reminder helps me carry a scenario into planning, and the deadline should be prominent. When I need to explain the result, I also check the citation panel so I can trace a number to its origin."
TX-0531,Routine use,2026-06-15,Survey,Mobile,Northstar,positive,"While preparing a workshop, the action queue helps me carry a scenario into planning, and the handoff is practical. When I need to explain the result, I also check the filter panel so I can understand where I am."
TX-0532,Routine use,2026-06-16,Review,Web,Northstar,negative,"While testing a scenario, the decision note helps me record the next decision, and ownership remains unclear. For a high-attention planning session, I also check the layout so I can find the right view."
TX-0533,Routine use,2026-06-17,Survey,Mobile,Harbor,positive,"During the first walkthrough, the evidence chain helps me verify when data changed, and the audit trail builds confidence. For a colleague seeing it fresh, I also check the follow-up reminder so I can carry a scenario into planning."
TX-0534,Routine use,2026-06-18,Survey,Web,Northstar,negative,"Before a team review, the filter panel helps me find the right view, and the side panel is crowded. For a routine operational check, I also check the evidence chain so I can challenge an assumption."
TX-0535,Routine use,2026-06-19,Review,Mobile,Northstar,negative,"While testing a scenario, the evidence chain helps me check the supporting source, and citations need more context. For a research-stage prototype, I also check the navigation path so I can move between sections."
TX-0536,Routine use,2026-06-20,Survey,Web,Northstar,negative,"During a weekly planning pass, the next-step panel helps me assign a clear owner, and ownership remains unclear. For a high-attention planning session, I also check the data provenance so I can check the supporting source."
TX-0537,Routine use,2026-06-21,Survey,Mobile,Harbor,positive,"During a weekly planning pass, the next-step panel helps me assign a clear owner, and the handoff is practical. For a research-stage prototype, I also check the data provenance so I can trace a number to its origin."
TX-0538,Routine use,2026-06-22,Review,Web,Northstar,negative,"During a quiet desk check, the follow-up reminder helps me assign a clear owner, and ownership remains unclear. When the evidence changes, I also check the navigation path so I can find the right view."
TX-0539,Routine use,2026-06-23,Survey,Mobile,Northstar,positive,"Before sharing the result, the evidence chain helps me challenge an assumption, and the method note is precise. For a colleague seeing it fresh, I also check the filter panel so I can locate saved work."
TX-0540,Routine use,2026-06-24,Survey,Web,Northstar,positive,"After importing new evidence, the source trail helps me verify when data changed, and the method note is precise. For a high-attention planning session, I also check the filter panel so I can find the right view."
